0,-1,2,0,-1,0,0,-1
-10,-10,-1,-5,-10,-9,-10,-10
2,2,1,2,2,2,2,1
-4,-3,-5,-7,-6,-2,-5,-7
-7,-8,-5,-8,-6,-1,0,-8
-3,-9,-9,-10,-10,-8,-10,-10
0,0,3,4,0,0,0,0
-2,0,-2,0,-2,0,-2,0
-3,-3,-4,0,-4,-4,-3,-3
-3,0,-5,-3,-5,0,-4,-3
0,-1,1,0,1,-1,0,1
-2,-2,0,-2,-2,-1,0,0
-2,-4,-3,-4,-4,-3,-1,-4
-9,-8,-8,-4,-7,-8,-8,-7
-2,-2,0,0,0,-1,-2,-1
-4,-1,-2,-1,-4,0,-1,1
6,0,2,0,3,2,0,2
-7,-6,-3,-6,0,-5,-4,-7
-10,-9,-10,-9,-9,-8,-10,-7
-3,-2,-2,-1,0,0,-3,0
-7,-6,-9,-9,-7,-2,-9,0
-6,-9,-9,-8,-5,-9,-4,-5
-10,-10,-8,-3,-8,-9,-8,-6
-4,-5,-5,-5,-7,-6,-4,-3
-2,2,-1,3,-2,-2,0,1
-2,-4,0,0,-3,-1,-2,-2
-6,-6,-7,-6,-7,-2,-7,-7
5,-1,-1,-2,-1,-2,2,-2
0,-4,-3,-4,0,-3,1,-3
-3,-3,5,-1,-3,-4,-4,5
-7,-7,-8,-6,-7,-4,-1,-8
